id,price,speed,hd,ram,screen,cores,cd,laptop,trend
1299,3562,32,7,40,17,18,no,no,4
1300,566,20,28,2,12,4,no,yes,1
1301,3892,35,7,24,17,20,yes,no,4
1302,2734,24,20,14,23,16,no,no,2
1303,618,20,16,2,13,6,no,yes,2
1304,1697,16,20,10,21,8,no,no,2
1305,587,16,28,6,13,6,no,yes,2
1306,1397,23,16,10,21,10,no,no,2
1307,2804,18,16,6,23,28,yes,no,5
1308,4225,31,1,60,19,14,no,no,1
1309,4044,35,1,20,17,20,yes,no,5
1310,3647,34,3,36,21,24,no,no,4
1311,583,23,8,2,13,4,no,yes,2
1312,4341,35,3,32,15,28,no,no,4
1313,4273,30,5,20,23,20,no,no,5
1314,1034,15,8,6,13,4,no,yes,2
1315,2132,17,8,2,19,22,yes,no,4
1316,821,23,8,10,11,4,no,yes,2
1317,1854,24,16,6,17,8,no,no,2
1318,3960,39,1,44,17,12,yes,no,1
1319,1040,24,24,6,12,8,yes,no,1
1320,1898,17,16,2,19,10,no,no,1
1321,2467,22,20,2,17,14,no,no,2
1322,669,21,8,2,13,6,no,yes,1
1323,4193,35,5,56,15,30,no,no,5
1324,1537,24,16,6,23,6,no,no,1
1325,2910,22,24,6,21,30,no,no,5
1326,2505,21,28,10,21,30,no,no,5
1327,3275,35,5,52,15,14,no,no,1
1328,1566,16,16,6,23,4,no,no,2
1329,1852,15,16,14,23,4,yes,no,1
1330,3786,30,7,20,23,14,no,no,2
1331,518,24,28,2,11,6,no,yes,1
1332,2321,17,16,2,21,14,no,no,2
1333,3923,30,7,56,23,14,no,no,1
1334,2848,22,28,14,15,24,yes,no,4
1335,528,18,28,2,11,10,yes,no,2
1336,4028,31,5,36,17,14,yes,no,1
1337,3154,39,1,60,21,12,no,no,2
1338,2315,23,12,14,17,22,no,no,4
1339,521,18,16,14,13,8,no,yes,1
1340,1014,15,8,6,11,10,no,yes,2
1341,1569,23,12,14,23,6,no,no,2
1342,4048,38,7,16,23,26,yes,no,4
1343,3122,31,5,16,15,22,no,no,4
1344,3946,30,3,24,17,20,no,no,5
1345,1147,18,24,10,11,10,no,yes,1
1346,1710,15,12,2,21,8,no,no,1
1347,1304,18,24,2,19,4,yes,no,2
1348,2927,15,12,2,19,18,no,no,4
1349,3969,33,3,32,23,16,no,no,1
1350,4281,38,1,16,21,26,no,no,5
1351,3277,39,1,40,19,28,no,no,5
1352,3438,37,3,52,19,26,no,no,4
1353,1072,16,16,10,12,10,yes,no,1
1354,3379,30,7,40,17,28,no,no,4
1355,549,16,28,6,12,8,no,yes,1
1356,1453,23,8,14,21,4,no,no,2
1357,2631,18,12,6,17,18,no,no,5
1358,1540,15,16,6,15,8,yes,no,1
1359,2101,15,8,10,17,24,no,no,4
1360,1809,23,12,2,23,4,no,no,2
1361,887,16,8,14,13,8,no,yes,1
1362,538,22,20,6,11,4,no,yes,2
1363,2432,23,28,6,19,30,yes,no,4
1364,2730,18,8,2,21,12,no,no,1
1365,3334,37,5,20,21,24,no,no,4
1366,3730,32,3,20,17,12,no,no,2
1367,2884,20,16,10,17,20,yes,no,5
1368,1725,22,20,14,23,6,no,no,1
1369,1835,19,16,14,17,10,no,no,2
1370,707,20,12,6,12,4,no,yes,1
1371,3022,39,3,32,23,20,no,no,4
1372,1093,24,12,14,12,4,no,yes,2
1373,2411,16,8,10,19,26,no,no,5
1374,2453,16,16,10,17,14,no,no,1
1375,3348,31,7,24,15,16,yes,no,2
1376,2361,17,28,10,19,22,no,no,4
1377,983,18,24,2,12,4,no,yes,1
1378,1287,15,8,2,23,10,no,no,1
1379,2437,24,16,2,15,30,no,no,4
1380,2204,23,28,6,17,26,yes,no,4
1381,3841,39,3,52,19,12,no,no,1
1382,2715,17,24,14,19,26,no,no,4
1383,3244,39,5,28,21,20,yes,no,5
1384,3782,31,5,40,19,28,no,no,5
1385,4190,34,5,32,15,12,no,no,2
1386,2546,17,28,14,15,12,no,no,1
1387,1405,24,24,10,23,8,no,no,1
1388,3199,33,7,36,15,18,no,no,5
1389,3167,36,7,36,21,14,no,no,2
1390,3760,39,5,16,19,12,yes,no,1
1391,4122,32,5,28,15,28,no,no,4
1392,1137,19,16,10,12,6,no,yes,1
1393,3450,31,7,28,19,16,no,no,2
1394,3482,37,5,24,15,28,no,no,4
1395,3614,30,3,20,17,26,no,no,5
1396,3436,39,1,60,21,30,yes,no,4
1397,3610,34,5,56,17,18,no,no,4
1398,3141,31,1,60,21,12,no,no,1
1399,2983,17,12,10,19,16,no,no,1
1400,3516,33,3,24,21,14,yes,no,1
1401,4221,35,1,52,17,18,no,no,4
1402,2974,18,24,14,23,28,no,no,4
1403,3858,34,1,32,21,18,no,no,4
1404,857,19,28,6,12,6,no,yes,2
1405,1979,24,24,6,21,10,no,no,1
1406,4300,31,7,24,19,12,yes,no,2
1407,2349,19,8,6,15,28,no,no,4
1408,635,24,12,2,11,8,no,yes,2
1409,3059,31,3,28,19,26,no,no,4
1410,1007,18,16,2,13,10,no,yes,1
1411,3185,36,5,24,17,22,no,no,5
1412,4115,32,5,52,21,20,no,no,4
1413,1796,21,28,10,23,4,yes,no,1
1414,2169,15,20,2,19,30,no,no,5
1415,928,15,24,14,13,10,yes,no,1
1416,3379,39,7,56,19,30,no,no,5
1417,611,16,20,2,13,4,no,yes,2
1418,2280,23,24,14,19,20,yes,no,4
1419,2514,22,12,10,17,24,no,no,5
1420,1907,17,28,10,23,4,no,no,1
1421,2462,15,16,14,23,28,no,no,4
1422,2934,21,12,10,21,22,no,no,5
1423,3835,35,5,16,19,24,no,no,4
1424,559,18,8,14,11,8,no,yes,2
1425,4081,34,5,32,15,26,no,no,4
1426,1492,21,28,14,21,4,yes,no,2
1427,1722,24,28,14,15,8,no,no,1
1428,3091,34,3,32,19,20,no,no,4
1429,3458,36,7,28,23,26,no,no,5
1430,2337,15,28,6,15,22,no,no,4
1431,3675,33,5,60,21,12,no,no,2
1432,3586,33,1,52,17,16,no,no,2
1433,894,17,16,2,11,6,no,yes,2
1434,3590,31,5,16,21,26,no,no,4
1435,1006,19,8,6,13,10,no,yes,2
1436,3295,32,3,32,21,28,no,no,5
1437,3520,37,5,44,23,12,yes,no,2
1438,3463,34,1,44,23,20,no,no,5
1439,3090,33,3,16,15,30,no,no,5
1440,4006,32,3,52,21,22,no,no,5
1441,1919,18,8,10,17,4,no,no,2
1442,954,16,28,14,11,4,no,yes,1
1443,3858,37,1,24,21,30,no,no,4
1444,2769,21,12,14,15,20,no,no,4
1445,3650,34,7,24,19,22,no,no,5
1446,2485,24,24,10,23,14,no,no,2
1447,2769,24,20,2,15,18,no,no,5
1448,3879,39,3,24,15,24,no,no,4
1449,1787,21,12,14,15,8,no,no,1
1450,3577,39,3,20,15,24,no,no,5
1451,2598,17,24,14,19,20,no,no,5
1452,4237,33,5,24,15,18,no,no,4
1453,2204,24,20,14,21,26,yes,no,5
1454,1300,22,20,2,23,10,yes,no,1
1455,3375,33,3,28,17,14,no,no,2
1456,3925,32,7,28,19,16,no,no,1
1457,3028,39,5,60,17,14,yes,no,1
1458,1423,24,24,2,23,10,no,no,1
1459,2842,19,24,2,23,14,no,no,2
1460,1922,17,8,2,15,4,no,no,2
1461,2852,16,12,14,23,28,yes,no,5
1462,4102,37,7,28,21,18,no,no,5
1463,4135,35,5,28,21,14,no,no,1
1464,1453,18,12,2,23,8,no,no,1
1465,2597,24,20,2,23,30,no,no,4
1466,3085,39,7,60,19,20,no,no,4
1467,4038,33,7,16,17,18,no,no,5
1468,3957,36,3,20,21,14,no,no,2
1469,2711,21,20,10,19,18,no,no,4
1470,2379,22,8,2,15,16,no,no,1
1471,2056,21,20,6,23,22,yes,no,4
1472,3221,31,1,48,21,12,no,no,2
1473,927,18,28,6,12,10,no,yes,2
1474,3942,39,1,20,23,24,no,no,4
1475,1573,16,28,10,23,8,no,no,2
1476,1988,23,24,6,21,4,yes,no,1
1477,3984,39,1,40,17,18,yes,no,5
1478,3355,37,5,16,19,30,no,no,5
1479,1828,21,28,2,21,8,yes,no,2
1480,1186,24,12,2,11,4,no,yes,1
1481,2618,23,8,2,21,16,no,no,2
1482,1943,16,24,10,15,10,no,no,1
1483,2910,23,12,14,23,18,no,no,5
1484,755,19,12,10,11,10,no,yes,2
1485,2975,23,24,2,19,18,no,no,4
1486,1669,18,24,10,23,4,no,no,2
1487,1507,23,20,6,19,6,no,no,2
1488,2123,17,20,2,21,14,no,no,2
1489,3700,39,1,20,17,18,yes,no,5
1490,2636,21,28,6,21,28,yes,no,5
1491,1884,19,16,6,17,10,yes,no,1
1492,1080,18,12,6,11,4,yes,no,1
1493,560,21,12,6,12,6,yes,no,1
1494,962,24,20,6,13,4,no,yes,1
1495,2652,19,28,6,23,28,yes,no,5
1496,3839,31,7,48,23,24,no,no,5
1497,2095,18,24,14,21,28,no,no,5
1498,4002,33,1,60,19,24,no,no,4
1499,1762,24,16,14,21,8,no,no,1
1500,3650,37,3,40,17,26,no,no,5
1501,1445,20,16,2,19,8,no,no,1
1502,4031,36,1,40,19,24,no,no,5
1503,1367,18,20,2,21,6,no,no,2
1504,3062,37,7,52,15,30,no,no,4
1505,2382,18,20,2,15,22,no,no,5
1506,1334,16,8,10,15,8,no,no,1
1507,3983,38,1,16,17,22,no,no,4
1508,3882,33,3,48,21,28,no,no,4
1509,3649,39,5,52,21,18,no,no,4
1510,1966,23,8,14,21,8,no,no,1
1511,500,24,20,2,11,10,yes,no,2
1512,1396,24,20,10,21,6,yes,no,2
1513,3943,30,1,40,15,30,no,no,4
1514,851,23,12,6,13,6,no,yes,2
1515,1791,24,12,10,23,6,no,no,1
1516,1460,19,20,6,15,4,yes,no,2
1517,3207,34,5,20,15,30,no,no,5
1518,2514,24,12,6,23,24,no,no,4
1519,2858,15,28,2,23,16,no,no,2
1520,1553,23,16,14,19,6,no,no,2
1521,1503,24,8,2,19,4,no,no,1
1522,2258,18,12,10,15,28,no,no,5
1523,4138,38,7,36,15,16,no,no,2
1524,2718,24,20,6,19,18,no,no,5
1525,1418,19,20,6,17,8,no,no,2
1526,3719,37,3,40,19,28,no,no,4
1527,3271,38,7,56,21,22,no,no,5
1528,664,23,20,6,12,8,yes,no,2
1529,1410,24,12,14,19,8,no,no,2
1530,2312,19,12,6,19,20,yes,no,5
1531,664,19,28,2,13,6,yes,no,1
1532,3189,37,3,20,19,22,no,no,5
1533,2293,21,24,6,19,30,no,no,4
1534,1170,22,28,6,11,6,no,yes,1
1535,911,16,12,6,11,6,no,yes,1
1536,2451,23,20,10,19,28,no,no,5
1537,1186,16,20,6,12,10,no,yes,2
1538,3888,33,5,48,23,26,yes,no,4
1539,2162,24,16,14,17,24,no,no,5
1540,1696,23,28,14,23,10,yes,no,2
1541,3304,33,7,36,23,26,yes,no,5
1542,2264,18,8,2,21,24,yes,no,5
1543,3753,36,7,40,15,28,no,no,4
1544,744,17,28,10,11,10,yes,no,1
1545,1758,22,28,14,15,6,no,no,2
1546,4008,39,7,16,23,20,yes,no,5
1547,1153,15,16,6,13,4,no,yes,1
1548,4240,34,5,44,23,18,yes,no,5
1549,2760,17,8,10,15,26,yes,no,4
1550,2395,20,16,6,19,30,no,no,5
1551,4296,37,5,48,15,24,yes,no,5
1552,2936,18,28,14,23,22,yes,no,4
1553,2454,24,28,2,15,22,no,no,4
1554,3311,36,1,16,19,20,no,no,5
1555,3423,31,5,48,17,26,no,no,5
1556,2373,20,20,14,15,12,no,no,1
1557,4167,33,3,40,17,16,no,no,2
1558,3350,31,5,20,15,26,no,no,5
1559,4164,33,3,32,23,18,yes,no,4
1560,3866,35,5,60,21,26,no,no,5
1561,2402,23,12,10,19,28,no,no,5
1562,3799,35,1,56,23,16,no,no,1
1563,1420,15,20,2,21,8,yes,no,1
1564,3228,35,7,60,17,12,yes,no,2
1565,2834,16,20,2,15,28,no,no,5
1566,945,20,12,14,12,6,no,yes,2
1567,2555,23,8,6,17,12,no,no,1
1568,4320,30,5,52,21,26,yes,no,4
1569,1378,24,24,2,23,10,no,no,2
1570,4113,38,7,24,21,28,no,no,5
1571,3933,35,7,20,21,24,no,no,4
1572,3533,32,5,24,15,12,no,no,1
1573,3287,37,3,20,23,18,no,no,5
1574,681,22,28,10,12,10,no,yes,1
1575,4271,35,1,16,15,26,no,no,5
1576,3377,31,7,36,23,24,no,no,4
1577,1442,15,16,14,23,10,no,no,1
1578,3185,38,3,36,17,30,no,no,4
1579,4125,30,3,56,15,12,no,no,1
1580,3245,31,1,20,19,14,no,no,1
1581,2450,22,16,6,17,20,no,no,5
1582,1674,23,20,10,23,6,no,no,1
1583,2942,21,28,14,15,30,no,no,5
1584,553,23,8,14,11,8,no,yes,2
1585,3100,33,5,40,17,28,yes,no,4
1586,2210,22,28,14,23,30,no,no,4
1587,1194,17,28,2,13,10,no,yes,1
1588,3618,31,5,24,19,22,no,no,5
1589,2226,24,12,2,17,26,no,no,5
1590,4270,34,7,16,19,22,no,no,5
1591,1138,17,24,2,12,6,no,yes,2
1592,2548,15,8,14,23,28,yes,no,4
1593,781,16,16,10,12,4,no,yes,1
1594,2577,18,24,2,15,18,no,no,4
1595,4021,31,1,20,19,28,no,no,4
1596,2193,20,28,14,19,26,no,no,5
1597,4077,38,3,56,17,14,no,no,2
1598,3276,34,7,60,23,14,yes,no,1
1599,2855,20,20,6,17,16,no,no,1
1600,2056,16,16,10,19,18,yes,no,5
1601,1003,18,16,14,11,10,no,yes,2
1602,1721,23,24,2,17,4,no,no,1
1603,1004,17,16,10,13,10,yes,no,2
1604,4155,31,7,28,19,26,no,no,5
1605,3523,32,1,28,19,18,no,no,4
1606,3039,34,5,24,21,24,no,no,4
1607,1445,21,24,2,23,8,no,no,2
1608,1402,22,8,10,21,10,no,no,1
1609,3922,33,7,28,17,26,no,no,5
1610,2199,20,8,6,19,20,no,no,5
1611,1734,24,28,2,21,4,no,no,1
1612,3567,33,3,60,21,28,no,no,5
1613,753,16,12,14,11,6,no,yes,2
1614,3346,34,1,28,23,24,no,no,4
1615,564,22,24,6,11,8,yes,no,1
1616,2976,20,28,2,21,18,yes,no,5
1617,501,20,8,10,13,10,no,yes,1
1618,2706,22,12,6,15,30,no,no,4
1619,948,21,28,2,11,6,yes,no,2
1620,1945,21,24,14,21,6,no,no,2
1621,4126,38,3,24,17,20,no,no,5
1622,3980,38,1,60,15,26,yes,no,5
1623,1751,19,20,10,15,6,no,no,1
1624,2301,15,20,14,23,18,no,no,5
1625,2784,20,12,10,21,14,yes,no,1
1626,1045,23,8,6,11,4,no,yes,2
1627,2206,19,12,2,19,26,no,no,5
1628,1122,21,12,14,13,8,no,yes,2
1629,1948,22,28,6,19,8,yes,no,1
1630,2307,24,8,2,17,30,no,no,4
1631,2574,22,24,10,19,26,no,no,4
1632,1134,23,12,10,13,6,no,yes,1
1633,3192,36,7,24,17,18,yes,no,5
1634,1772,17,12,6,17,6,yes,no,1
1635,3786,30,5,48,17,12,no,no,1
1636,2867,19,28,10,15,18,no,no,5
1637,1899,23,24,6,21,6,no,no,2
1638,2094,15,24,10,19,20,no,no,5
1639,2833,17,28,10,15,18,no,no,4
1640,1438,24,16,2,17,4,no,no,1
1641,4001,38,7,24,19,24,no,no,4
1642,3126,31,3,28,15,16,no,no,2
1643,3900,33,5,40,19,30,yes,no,5
1644,2328,22,12,10,23,22,yes,no,5
1645,2181,19,8,14,17,16,no,no,1
1646,1513,18,8,2,17,4,no,no,1
1647,3019,32,7,16,21,14,no,no,1
1648,2030,17,12,6,23,14,no,no,1
1649,2410,17,16,14,15,28,no,no,4
1650,2005,24,24,6,19,30,no,no,4
1651,1891,18,12,14,21,10,no,no,1
1652,733,15,16,10,11,8,no,yes,1
1653,557,20,12,6,13,8,no,yes,1
1654,1092,22,16,2,12,10,yes,no,2
1655,2151,21,24,2,15,12,no,no,2
1656,2597,20,8,10,21,22,no,no,4
1657,2586,17,20,2,17,12,no,no,2
1658,1856,15,16,6,17,10,yes,no,2
1659,3572,36,7,44,15,28,yes,no,4
1660,657,18,28,2,13,6,no,yes,2
1661,2881,17,8,2,15,30,no,no,5
1662,3639,30,7,36,21,28,no,no,5
1663,2773,24,24,14,15,12,no,no,1
1664,3393,32,7,24,17,16,no,no,2
1665,2234,22,24,2,19,26,no,no,4
1666,2766,23,8,10,23,18,no,no,5
1667,3317,33,3,48,21,28,no,no,4
1668,1153,18,16,14,12,10,no,yes,1
1669,2451,17,28,2,23,24,no,no,4
1670,4319,39,5,44,15,22,no,no,4
1671,2694,17,20,2,21,18,no,no,4
1672,1279,21,20,6,19,8,no,no,2
1673,2511,19,12,14,19,18,no,no,5
1674,1764,16,8,2,17,10,yes,no,2
1675,3600,39,1,40,23,14,yes,no,2
1676,2568,19,12,6,19,12,yes,no,2
1677,613,21,12,14,13,6,no,yes,1
1678,2486,24,12,6,15,24,no,no,5
1679,3394,33,5,40,17,12,no,no,2
1680,3481,35,7,40,15,12,no,no,2
1681,2435,18,16,6,21,28,no,no,5
1682,4123,37,1,48,21,26,no,no,5
1683,761,22,20,6,11,8,no,yes,1
1684,1232,18,24,6,15,8,yes,no,1
1685,3309,30,3,20,15,16,no,no,1
1686,1715,24,28,6,17,10,no,no,1
1687,4042,31,3,44,15,24,no,no,5
1688,2478,17,20,6,23,26,no,no,4
1689,4052,37,3,32,15,30,yes,no,5
1690,2513,24,20,6,17,20,no,no,4
1691,2687,16,16,10,23,18,no,no,5
1692,1097,20,12,10,12,10,no,yes,2
1693,1309,24,12,6,15,6,no,no,2
1694,2682,18,24,10,23,20,no,no,4
1695,4010,34,1,48,19,16,no,no,2
1696,3121,37,7,44,15,12,no,no,2
1697,1920,24,8,2,21,4,yes,no,2
1698,1416,21,24,10,17,10,yes,no,1
1699,3954,39,5,40,23,28,no,no,4
1700,1445,20,12,6,15,8,no,no,1
1701,1998,20,16,2,21,6,no,no,2
1702,871,15,28,10,11,4,no,yes,2
1703,2628,21,8,10,19,30,yes,no,4
1704,1155,15,24,10,12,4,no,yes,1
1705,2358,23,20,14,15,24,no,no,5
1706,3041,37,1,24,21,14,no,no,1
1707,1796,15,16,2,21,8,yes,no,2
1708,4286,38,1,52,15,18,no,no,5
1709,3653,30,1,32,19,20,no,no,5
1710,2687,20,24,14,21,22,no,no,5
1711,1334,23,12,14,19,4,no,no,2
1712,510,23,12,6,11,4,no,yes,1
1713,2343,19,16,10,21,26,no,no,4
1714,1251,23,20,6,21,4,no,no,1
1715,1766,15,12,2,17,6,no,no,2
1716,4013,32,7,52,23,26,no,no,4
1717,1854,24,24,10,17,6,no,no,1
1718,2261,18,8,10,21,14,no,no,1
1719,2821,15,28,14,23,12,no,no,1
1720,539,23,12,2,11,10,no,yes,1
1721,4227,36,1,40,17,26,no,no,4
1722,3928,35,5,48,23,16,yes,no,2
1723,1898,18,20,10,15,10,no,no,2
1724,1239,24,16,2,21,4,no,no,2
1725,2079,22,24,14,15,30,no,no,5
1726,1065,21,16,10,12,4,no,yes,2
1727,3042,32,5,52,23,12,no,no,2
1728,2753,21,20,10,21,14,no,no,1
1729,3366,38,7,60,23,18,no,no,4
1730,4011,38,1,24,19,18,no,no,4
1731,3407,38,1,48,23,22,no,no,5
1732,2526,18,24,2,15,24,no,no,4
1733,598,20,28,14,11,10,no,yes,1
1734,1846,17,20,14,17,10,no,no,2
1735,2221,21,24,6,23,24,no,no,4
1736,4275,38,5,24,23,20,no,no,4
1737,3193,35,1,48,19,12,no,no,2
1738,1047,19,24,6,12,6,no,yes,2
1739,1522,20,28,14,17,8,no,no,2
1740,1189,19,24,6,12,6,no,yes,2
1741,752,15,20,10,12,10,yes,no,1
1742,1245,21,24,6,15,10,no,no,2
1743,1927,23,12,14,15,8,no,no,1
1744,2554,15,16,10,23,20,no,no,5
1745,2316,22,20,14,23,22,yes,no,4
1746,3187,31,7,24,15,14,no,no,2
1747,685,24,28,10,13,6,no,yes,2
1748,2494,19,12,10,19,22,no,no,5
1749,1754,18,8,2,23,10,no,no,1
1750,3491,33,5,24,15,18,no,no,4
1751,2752,20,20,2,17,30,yes,no,4
1752,1290,19,16,2,21,8,no,no,1
1753,925,22,12,2,11,6,no,yes,1
1754,1435,20,28,2,23,10,no,no,1
1755,2866,15,16,14,21,22,no,no,4
1756,1984,20,20,10,15,4,yes,no,1
1757,3917,34,5,32,15,20,no,no,5
1758,1679,20,8,6,23,8,no,no,1
1759,4336,33,3,24,23,26,yes,no,4
1760,3231,30,1,48,15,22,no,no,4
1761,4293,37,5,24,15,18,no,no,5
1762,2118,19,16,10,17,20,no,no,4
1763,3165,38,1,56,15,28,no,no,5
1764,560,20,24,2,11,10,yes,no,1
1765,1741,19,16,6,21,8,no,no,1
1766,2818,15,8,14,19,12,no,no,2
1767,2814,24,16,2,17,22,no,no,5
1768,2729,24,24,10,21,20,no,no,5
1769,1661,24,24,14,15,4,no,no,1
1770,3304,31,3,16,21,30,yes,no,4
1771,2580,16,24,10,21,18,yes,no,4
1772,3966,32,7,36,21,26,no,no,5
1773,4210,33,5,48,21,26,no,no,5
1774,3960,36,7,48,17,30,yes,no,5
1775,2378,19,28,14,23,20,no,no,4
1776,2819,19,24,6,17,28,no,no,4
1777,3962,39,3,60,17,20,no,no,5
1778,2166,24,16,6,23,22,no,no,4
1779,2142,18,16,14,17,24,no,no,4
1780,2174,21,16,14,15,18,no,no,4
1781,3653,37,1,20,17,28,no,no,5
1782,2996,16,8,2,15,24,yes,no,4
1783,884,22,12,10,11,4,yes,no,1
1784,1283,19,8,14,21,4,no,no,2
1785,2706,22,24,14,23,18,no,no,4
1786,1682,21,28,14,17,4,no,no,2
1787,4146,34,5,28,17,24,no,no,4
1788,3958,37,1,32,15,24,no,no,4
1789,1571,16,20,10,23,6,no,no,1
1790,2101,19,28,14,19,14,no,no,2
1791,2569,21,24,6,23,14,no,no,2
1792,741,16,20,10,13,8,no,yes,2
1793,3638,31,5,16,19,12,no,no,2
1794,543,21,20,14,11,6,no,yes,1
1795,3354,30,1,52,17,22,no,no,5
1796,4154,39,7,28,19,30,no,no,4
1797,3556,37,3,52,23,16,yes,no,1
1798,1350,20,28,2,23,4,no,no,1
1799,3686,38,3,56,15,30,no,no,4
1800,3591,34,3,56,19,12,no,no,2
1801,1773,21,12,14,21,6,no,no,2
1802,3687,36,1,40,23,14,no,no,1
1803,3233,39,3,36,23,28,no,no,5
1804,3704,32,5,48,17,16,yes,no,2
1805,548,22,28,6,12,10,yes,no,1
1806,746,17,8,6,11,8,no,yes,2
1807,1522,19,16,2,21,6,no,no,2
1808,1844,17,20,14,23,4,yes,no,2
1809,3752,32,7,36,19,28,yes,no,5
1810,2861,22,12,14,21,12,no,no,2
1811,2734,18,24,14,15,28,no,no,4
1812,3037,37,1,40,15,16,no,no,2
1813,2557,17,20,10,23,28,no,no,4
1814,1281,22,20,10,23,8,no,no,2
1815,3045,32,5,40,17,26,no,no,4
1816,2066,24,8,10,17,16,no,no,2
1817,2848,20,28,2,17,24,yes,no,4
1818,3379,36,1,48,17,30,no,no,4
1819,2782,22,16,10,23,16,no,no,2
1820,3417,35,1,20,21,18,no,no,4
1821,1124,22,24,10,12,4,yes,no,1
1822,887,22,16,2,11,8,no,yes,1
1823,3925,33,1,16,23,26,no,no,5
1824,2863,15,12,14,19,20,no,no,5
1825,2618,22,12,14,19,26,no,no,5
1826,1228,19,12,10,19,4,yes,no,2
1827,3405,37,7,40,19,12,no,no,1
1828,3643,30,5,44,17,30,no,no,5
1829,2795,22,8,6,19,18,no,no,5
1830,2353,21,16,6,17,24,no,no,4
1831,2934,19,24,10,17,26,no,no,5
1832,881,15,12,14,11,10,no,yes,2
1833,1954,17,8,2,17,8,no,no,1
1834,3751,34,5,56,23,18,no,no,5
1835,2635,23,20,2,15,30,no,no,4
1836,1723,21,20,2,19,10,no,no,1
1837,1046,24,24,10,13,6,no,yes,2
1838,1185,18,16,2,11,6,no,yes,2
1839,3394,30,5,44,23,24,no,no,4
1840,517,17,12,6,12,6,no,yes,2
1841,1054,22,24,14,13,6,no,yes,2
1842,518,17,24,14,13,4,no,yes,2
1843,658,24,28,2,13,4,no,yes,1
1844,1466,20,12,10,23,6,no,no,2
1845,1091,19,24,6,12,4,no,yes,2
1846,3744,35,7,40,21,24,yes,no,5
1847,2400,18,12,10,15,18,yes,no,5
1848,4096,31,5,16,19,26,yes,no,4
1849,3565,30,1,56,17,18,no,no,4
1850,2073,16,12,10,23,18,no,no,4
1851,2698,17,24,10,23,18,no,no,4
1852,2429,18,8,6,15,28,no,no,5
1853,1821,18,8,6,15,6,no,no,1
1854,1169,19,8,2,13,10,no,yes,1
1855,3775,38,5,24,15,24,no,no,5
1856,2476,19,12,6,15,20,yes,no,5
1857,3102,34,7,32,21,16,no,no,2
1858,2199,16,8,14,15,12,no,no,1
1859,2971,22,16,2,17,28,no,no,4
1860,1960,23,16,2,19,4,yes,no,1
1861,3889,36,7,60,21,12,no,no,2
1862,2086,16,20,6,21,26,no,no,5
1863,1567,21,8,6,17,6,no,no,1
1864,3066,31,1,16,15,12,no,no,2
1865,754,15,8,14,12,8,no,yes,1
1866,3669,36,7,36,19,24,no,no,5
1867,1844,18,28,14,21,10,yes,no,1
1868,2864,20,12,10,15,20,yes,no,5
1869,2345,19,28,10,23,12,no,no,1
1870,3015,30,5,48,17,22,no,no,4
1871,2570,15,12,10,21,20,no,no,5
1872,2459,20,8,14,17,12,no,no,2
1873,855,20,28,10,13,10,no,yes,1
1874,687,16,8,2,12,8,no,yes,2
1875,2339,19,16,6,23,22,no,no,5
1876,1092,21,16,2,12,6,yes,no,2
1877,3346,39,5,32,19,22,no,no,4
1878,2577,21,8,10,15,22,no,no,4
1879,1010,15,28,10,13,10,no,yes,2
1880,1789,20,24,6,15,8,no,no,1
1881,4201,33,7,32,23,22,no,no,5
1882,4261,32,3,16,17,28,no,no,4
1883,3803,35,7,52,17,26,no,no,4
1884,2784,18,16,6,17,26,yes,no,5
1885,1525,16,28,2,19,6,no,no,2
1886,2488,24,20,14,23,22,yes,no,4
1887,916,15,28,2,11,10,yes,no,2
1888,3502,31,7,56,17,18,no,no,5
1889,896,19,28,14,11,6,yes,no,2
1890,3760,34,7,16,21,16,yes,no,1
1891,1136,23,12,14,12,4,yes,no,1
1892,4279,37,7,56,15,26,no,no,4
1893,1344,17,20,10,17,6,yes,no,1
1894,1187,20,28,2,12,10,no,yes,1
1895,4027,37,1,52,15,30,no,no,4
1896,1424,15,12,6,23,8,yes,no,2
1897,4005,34,3,24,15,24,no,no,5
1898,3249,33,3,60,23,18,no,no,4
1899,660,16,12,10,12,6,yes,no,2
1900,1243,15,12,10,17,6,no,no,1
1901,1001,15,20,6,11,4,no,yes,1
1902,815,19,24,14,13,10,no,yes,2
1903,1579,18,12,14,21,6,no,no,2
1904,3905,34,7,16,23,16,no,no,1
1905,3098,37,3,24,19,26,no,no,4
1906,1038,22,28,10,13,6,no,yes,2
1907,4034,35,1,20,21,12,no,no,1
1908,594,18,24,10,13,10,no,yes,1
1909,1523,19,12,2,21,6,no,no,1
1910,4303,32,7,52,19,30,no,no,4
1911,731,16,16,6,11,6,no,yes,1
1912,883,15,12,6,12,10,no,yes,1
1913,1338,15,16,2,19,10,no,no,1
1914,2821,23,12,6,19,20,no,no,4
1915,3025,34,5,36,21,24,no,no,5
1916,694,18,24,6,11,4,no,yes,2
1917,696,17,24,2,11,8,yes,no,1
1918,2773,17,16,10,21,14,no,no,2
1919,3741,32,3,44,19,18,no,no,5
1920,915,19,24,10,13,6,no,yes,1
1921,1587,18,8,2,21,4,no,no,1
1922,3067,38,7,28,17,28,no,no,4
1923,2447,15,8,10,17,28,no,no,5
1924,3883,31,7,56,23,20,no,no,4
1925,2467,24,8,14,15,22,no,no,4
1926,1587,16,20,6,19,6,no,no,1
